,CircleNum,ID,Name,Lat,Lng,CategoryID,Category
3420,67,4ae239adf964a520058c21e3,Boulder Cork,40.03455223189746,-105.25403227344597,4bf58dd8d48988d14e941735,American Restaurant
3421,67,4acaa20cf964a520a8c220e3,Taco Bell,40.03365384662285,-105.25905148072741,4bf58dd8d48988d16e941735,Fast Food Restaurant
3422,67,4ca36400a73cb60cbf521878,Walgreens,40.0284992,-105.2577483,4bf58dd8d48988d10f951735,Pharmacy
3423,67,57957aad498e2db41e96d27d,Alibaba Grill,40.02963593219572,-105.25855162890124,4bf58dd8d48988d1c0941735,Mediterranean Restaurant
3424,67,4be1c4d7ae55a593a77e5b62,Mediterranean Market,40.02729938279143,-105.2574661829405,4bf58dd8d48988d146941735,Deli / Bodega
3425,67,4a7db533f964a52044ef1fe3,Dot's Diner,40.02751980455258,-105.25746728476012,4bf58dd8d48988d147941735,Diner
3426,67,4e3c52ae922e920e6c4f26c7,Boulder Guitar Studio,40.04539033398406,-105.25393724441528,4f04b10d2fb6e1c99f3db0be,Music School
3427,67,55645e2e498e2140c846d1bc,Curlew Consulting,40.046784,-105.254201,5453de49498eade8af355881,Business Service
3428,67,4e8218cf7beb302d96ee2ec1,East Palo Park,40.04668808269914,-105.24894510392616,4bf58dd8d48988d163941735,Park
3429,67,540ca2b2498e9b339ba08f6f,Elks Park,40.0482642783441,-105.26081521409499,4bf58dd8d48988d163941735,Park
3430,67,4e83694f6d86be3460a2f075,Sundance Community Park,40.048585194281536,-105.26090093924014,4bf58dd8d48988d163941735,Park
3431,67,5c8583bdc53093002c14185f,Diaz Farm Taco Truck,40.050178,-105.258701,4bf58dd8d48988d151941735,Taco Place
3432,67,5169df4ce4b01de80b6c1055,Centennial Middle School East Baseball Field,40.04600495254598,-105.26622169872213,4bf58dd8d48988d1e8941735,Baseball Field
3433,67,589ec2245490d30f879e0233,MetaMark Learning,40.050726,-105.24926200000002,503287a291d4c4b30a586d65,Financial or Legal Service
3434,67,5248a96b11d2863d4dd0b162,Columbine Park,40.03297105996438,-105.26799341750396,4bf58dd8d48988d163941735,Park
3435,67,4b587160f964a520f95728e3,Christensen Park,40.032326659744825,-105.24238957859401,4bf58dd8d48988d1e7941735,Playground
3436,67,4da249c422a5f04d662a0e55,Catalpa Park,40.04125517314522,-105.27400979763149,4bf58dd8d48988d163941735,Park
3437,68,4bd34bbaa8b3a5931a9d695f,Pleasant View Sports Complex,40.04235134551333,-105.24674892425537,4cce455aebf7b749d5e191f5,Soccer Field
3438,68,4dea689bb0fb8293f7d3af16,Tangerine,40.03741753719989,-105.25899665768475,4bf58dd8d48988d143941735,Breakfast Spot
3439,68,4b328a59f964a520240e25e3,CorePower Yoga,40.033897,-105.257597,4bf58dd8d48988d102941735,Yoga Studio
3440,68,4db04898a86e63d211565879,Moe's Bagels,40.03394767565749,-105.25899029301438,4bf58dd8d48988d179941735,Bagel Shop
3441,68,5057bf5de4b0ccc7cecd36c5,The Farm Dispensary,40.036652104868665,-105.25701693490778,52c71aaf3cf9994f4e043d17,Marijuana Dispensary
3442,68,4b6af8d6f964a520c3e92be3,Red Rock Coffee House,40.03578379055968,-105.26036855961263,4bf58dd8d48988d1e0931735,Coffee Shop
3443,68,40e0b100f964a520bf031fe3,Murphy’s Grill,40.03730078722281,-105.26006470280059,4bf58dd8d48988d14e941735,American Restaurant
3444,68,4a6a254ff964a520b4cc1fe3,Abo's Pizza,40.03738354015675,-105.25933624729349,4bf58dd8d48988d1ca941735,Pizza Place
3445,68,54ed1eb0498ee77ce3c10051,Sancho ' Mexican Restaurant,40.03522721266506,-105.25655894755644,4bf58dd8d48988d1c1941735,Mexican Restaurant
3446,68,56246d96498ee2c4f15a8bcc,My Ramen & Izakaya,40.034186461979786,-105.25784049206781,4bf58dd8d48988d111941735,Japanese Restaurant
3447,68,4ae239adf964a520058c21e3,Boulder Cork,40.03455223189746,-105.25403227344597,4bf58dd8d48988d14e941735,American Restaurant
3448,68,4a289740f964a52036951fe3,Vic's Espresso,40.035266992845024,-105.25413298360117,4bf58dd8d48988d1e0931735,Coffee Shop
3449,68,4ad4a910f964a52088e820e3,Buddha Cafe,40.03711267739461,-105.26001079867058,4bf58dd8d48988d149941735,Thai Restaurant
3450,68,4a25afc5f964a520787e1fe3,Boulder Wine & Spirits,40.03561454196762,-105.25965904953372,4bf58dd8d48988d186941735,Liquor Store
3451,68,4acaa20cf964a520a8c220e3,Taco Bell,40.03365384662285,-105.25905148072741,4bf58dd8d48988d16e941735,Fast Food Restaurant
3452,68,4bf1a83e78cec92842aaba86,T-Mobile,40.03549666209564,-105.26004570860096,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop
3453,68,4b2ff6cef964a5207df324e3,Elevations Credit Union,40.037125,-105.254739,5032850891d4c4b30a586d62,Credit Union
3454,68,4d273cbd342d6dcb2894ebca,Enterprise Rent-A-Car,40.02884366169604,-105.24155080318451,4bf58dd8d48988d1ef941735,Rental Car Location
3455,68,4a99ea57f964a520113120e3,Papa Murphy's,40.03576697624638,-105.26044156955807,4bf58dd8d48988d1ca941735,Pizza Place
3456,68,4aa59359f964a520db4820e3,Safeway,40.0348885,-105.2598411,52f2ab2ebcbc57f1066b8b46,Supermarket
3457,68,4bd755f209ecb713b3a0467c,Chase Bank,40.035721507072026,-105.26010691752624,4bf58dd8d48988d10a951735,Bank
3458,68,4b1b2a5af964a52017f923e3,Dairy Queen,40.033969,-105.259072,4bf58dd8d48988d1c9941735,Ice Cream Shop
3459,68,4baec87af964a520a5d73be3,Residence Inn by Marriott Boulder,40.03053331845655,-105.24604426123813,4bf58dd8d48988d1fa931735,Hotel
3460,68,536195b1498e9c4610ebd428,Blooming Beets Kitchen,40.035265354293806,-105.25438166666758,4bf58dd8d48988d1c4941735,Restaurant
3461,68,4b60dddcf964a52094fe29e3,Wells Fargo,40.03543816891728,-105.2545977383852,4bf58dd8d48988d10a951735,Bank
3462,68,578d276e498ed96114d44eef,Firestone Complete Auto Care,40.03600732,-105.25422035,52f2ab2ebcbc57f1066b8b44,Auto Garage
3463,68,4b6c40faf964a520dd2b2ce3,Circle K,40.03601543607199,-105.25851779647986,4d954b0ea243a5684a65b473,Convenience Store
3464,68,528fc0d111d211bde6fb321b,Dunkin',40.033567,-105.2592471,4bf58dd8d48988d148941735,Donut Shop
3465,68,4c65ac8c9cb82d7f32868ed2,Rite Aid,40.03529,-105.257266,4bf58dd8d48988d10f951735,Pharmacy
3466,68,49ec8344f964a52066671fe3,24 Hour Fitness,40.03537218356435,-105.25607934754586,4bf58dd8d48988d175941735,Gym / Fitness Center
3467,68,4f1eeb87af247c0b8ee53ad9,Supercuts,40.03578921212887,-105.26027747503355,4bf58dd8d48988d110951735,Salon / Barbershop
3468,68,4b5dabfbf964a5201c6629e3,Corner Store,40.0288657,-105.2539417,4d954b0ea243a5684a65b473,Convenience Store
3469,68,4af2351af964a52095e621e3,KFC,40.033515,-105.25923700000001,4d4ae6fc7a7b7dea34424761,Fried Chicken Joint
